Tracy Penny Light,Thompson Rivers University,tru.ca,920,gender and medicine | ePortfolios | feminist pedagogy,https://scholar.google.com/citations?hl=en&user=4DuVWK4AAAAJ
Silvia Straka,Thompson Rivers University,tru.ca,861,anti-oppressive perspectives on aging | educational equity,https://scholar.google.com/citations?hl=en&user=a11lTQEAAAAJ
Naowarat Cheeptham,"Professor of Microbiology, Thompson Rivers University, Kamloops, BC",tru.ca,804,Cave microbiology | white nose syndrome | drug discovery | biomineralization,https://scholar.google.com/citations?hl=en&user=UBHDNtYAAAAJ
Ehsan Latif,Thompson Rivers University,tru.ca,788,Health Economics | Labour Economics | Economics of Ageing,https://scholar.google.com/citations?hl=en&user=QFQCUwQAAAAJ
Panagiotis Tsigaris,Thompson Rivers University,tru.ca,737,Environmental Economics | Public Finance | Education Economics,https://scholar.google.com/citations?hl=en&user=TaGLqLYAAAAJ
Piper J. Jackson,"Thompson Rivers University, AGE-WELL NCE",tru.ca,633,Computational Modelling | Data Science | Computational Social Science | Transdisciplinary Research | Software Development,https://scholar.google.com/citations?hl=en&user=eijmSU0AAAAJ
Joseph Alexander Brown,Thompson Rivers University,tru.ca,569,Procedural Content Generation | Video Games | Bioinformatics | Game Theory | Level Design,https://scholar.google.com/citations?hl=en&user=Q2MQn-AAAAAJ
Jenni Karl,Thompson Rivers University,tru.ca,503,Not Mentioned,https://scholar.google.com/citations?hl=en&user=iQnIMpAAAAAJ
Nancy Flood,"Senior Lecturer, Biological Sciences, Thompson Rivers University",tru.ca,481,sexual selection | birds | evolutionary ecology,https://scholar.google.com/citations?hl=en&user=fRJlaM4AAAAJ
John S. Hull,"Associate Professor, Thompson Rivers University",tru.ca,478,peripheral tourism | arctic tourism | mountain tourism | health and wellness | cruise tourism,https://scholar.google.com/citations?hl=en&user=5ptriWMAAAAJ
Tania Gottschalk,Thompson Rivers University Library,tru.ca,473,Library and Information Science | Informatics | Information Literacy,https://scholar.google.com/citations?hl=en&user=a91GTDIAAAAJ
Patti Parker,Thompson Rivers University,tru.ca,465,Achievement | motivation | performance | education | sport,https://scholar.google.com/citations?hl=en&user=spmvqHYAAAAJ
Bala Nikku,"Thompson Rivers University, School of Social Work and Human Service",tru.ca,454,International Social Work | Green Social Work | Asian Social Work,https://scholar.google.com/citations?hl=en&user=8D_Q1zsAAAAJ
Elizabeth Andersen,Thompson Rivers University,tru.ca,430,Nursing,https://scholar.google.com/citations?hl=en&user=N3AZtBAAAAAJ
FA Terwiel,Thompson Rivers University,tru.ca,425,Not Mentioned,https://scholar.google.com/citations?hl=en&user=rHsAq1AAAAAJ
Mark P,"Senior Lecturer, Physics, Thompson Rivers University",tru.ca,408,Physics Education,https://scholar.google.com/citations?hl=en&user=0PRS2RMAAAAJ
Rebecca L. Sanford,Thompson Rivers University,tru.ca,404,social work | suicide | trauma and traumatic bereavement | postvention | impact of suicide exposure,https://scholar.google.com/citations?hl=en&user=kUw6os8AAAAJ
Seán Patrick Donlan,Faculty of Law of Thompson Rivers University,tru.ca,388,Law History,https://scholar.google.com/citations?hl=en&user=fBSmc4kAAAAJ
"Jacob B. Omajali, PhD","Thompson Rivers University, Canada",tru.ca,373,Bionanomaterials and Nanotechnology | Microscopy and Image analysis | Catalysis | Environmental bioremediation | Bacterial-metal int,https://scholar.google.com/citations?hl=en&user=dyoqsRkAAAAJ
Victoria Handford,"Associate Professor, Education, Thompson Rivers University",tru.ca,371,leadership | K-12 | higher education | trust,https://scholar.google.com/citations?hl=en&user=-gCwSzMAAAAJ
J. Norman Reed,Thompson Rivers University,tru.ca,365,Organic Chemistry,https://scholar.google.com/citations?hl=en&user=xN-bjRUAAAAJ
Andrew J. Park,"Associate Professor of Computing Science, Thompson Rivers University",tru.ca,359,computational criminology | counter-terrorism | agent-based modeling and simulation | virtual reality,https://scholar.google.com/citations?hl=en&user=68IiO34AAAAJ
Yogesh Sharma,Assistant Professor (Tenure-Track) at Thompson Rivers University,tru.ca,354,Zero-Touch Network and Service … | Cloud Computing | System Fault Tolerance and Reliability … | Network Funct,https://scholar.google.com/citations?hl=en&user=LeJKVW4AAAAJ
Belayet Hossain,"Professor of Economic, Thomson Rivers University",tru.ca,350,Environmental Economic | Public Policy | Development Economics,https://scholar.google.com/citations?hl=en&user=tbDCzSAAAAAJ
Yanmin Gao,Thompson Rivers University,tru.ca,341,Financial accounting | Corporate governance | ESG | REITs,https://scholar.google.com/citations?hl=en&user=bKDrFZ8AAAAJ
Abhijit Ghosh,Thompson Rivers University,tru.ca,336,Strategic Management | Cooperatives | Social Entrepreneurship | Innovation,https://scholar.google.com/citations?hl=en&user=635I6VoAAAAJ
Muhammad Hanif,Thompson Rivers University,uvic.ca,330,5G and Beyond Communications | LPWAN Technologies | Performance Analysis | Error-Control Coding,https://scholar.google.com/citations?hl=en&user=glruy7QAAAAJ
Pranita Bhushan Udas,Thompson Rivers University,tru.ca,325,Gender | Water | Equity | Justice | Environment,https://scholar.google.com/citations?hl=en&user=U6HLuW0AAAAJ
Claudette Kelly,Thompson Rivers/Edith Cowan Universities,Not Mentioned,322,ethical decision making | clinical teaching,https://scholar.google.com/citations?hl=en&user=09yMXu0AAAAJ
Sarawut Nabnean,Thepsatri Rajabhat University,lawasri.tru.ac.th,309,Renewable Energy | Solar radiation | Drying Technology,https://scholar.google.com/citations?hl=en&user=ytGMY5EAAAAJ
Penny Heaslip,Thompson Rivers University,tru.ca,297,Critical Thinking | Nursing Education | Faculty Development,https://scholar.google.com/citations?hl=en&user=GXuWeBsAAAAJ
Louise Patterson,Thompson Rivers University,tru.ca,289,discrimination | business ethics,https://scholar.google.com/citations?hl=en&user=s8jrmB4AAAAJ
Lyn Baldwin,Thompson Rivers University,tru.ca,289,Not Mentioned,https://scholar.google.com/citations?hl=en&user=dWpkbgYAAAAJ
Omer Waqar,Thompson Rivers University,tru.ca,286,B5G and 6G | Deep Learning | Internet-of-Things | Intelligent Reflecting Surfaces,https://scholar.google.com/citations?hl=en&user=nyf8MuwAAAAJ
paradorn ngamdee,Thepsatri Rajabhat University,lawasri.tru.ac.th,284,food science and technology,https://scholar.google.com/citations?hl=en&user=vtE37lwAAAAJ
Khamanitjaree Saripan,Thepsatri Rajabhat University,lawasri.tru.ac.th,279,Environmental Biotechnology | Bio Energy,https://scholar.google.com/citations?hl=en&user=mt8b86gAAAAJ
Emily K. Mullen,Thompson Rivers University,tru.ca,273,Igneous Petrology and Geochemistry,https://scholar.google.com/citations?hl=en&user=rohVdkkAAAAJ
Salman Kimiagari,Thompson Rivers University,tru.ca,261,International Business | International Entrepreneurship | International Marketing | International Finance | Operation Research,https://scholar.google.com/citations?hl=en&user=SUdsCB8AAAAJ
Musfiq Rahman,Dalhousie University,tru.ca,259,Wireless Sensor Networks | Wireless Network Security | Near Field Communication | Network Security | Radio Frequency Identification,https://scholar.google.com/citations?hl=en&user=gwouYWcAAAAJ
Somchai Watcharapunyawong,Thepsatri Rajabhat University,lawasri.tru.ac.th,254,L2 Writing,https://scholar.google.com/citations?hl=en&user=uOsWMKUAAAAJ
Lalinthorn Marakanon,Thepsatri Rajabhat University,lawasri.tru.ac.th,252,Operation Management | Quality Management | Green Industry | Eco-friendly,https://scholar.google.com/citations?hl=en&user=dQ37qm8AAAAJ
Napatsakon S.,Thepsatri Rajabhat University,lawasri.tru.ac.th,247,Physics | Simulation | Nanotechnology,https://scholar.google.com/citations?hl=en&user=c3ueQDkAAAAJ
Withaya Panpa,Thepsatri Rajabhat University,lawasri.tru.ac.th,246,Cement | Gypsum  plaster | Zeolites | Porous materials | Photocatalysts,https://scholar.google.com/citations?hl=en&user=J-XWpHYAAAAJ
John Belshaw,Thompson Rivers University,tru.ca,245,Canadian History,https://scholar.google.com/citations?hl=en&user=pY8x1CEAAAAJ
Bonnie Fournier,Thompson Rivers University,tru.ca,242,Not Mentioned,https://scholar.google.com/citations?hl=en&user=4oUEV7QAAAAJ
Angus J Duff,"Associate Professor, Thompson Rivers University",tru.ca,235,Not Mentioned,https://scholar.google.com/citations?hl=en&user=LtotnwoAAAAJ
Jill Harvey,"Natural Resource Science, Thompson Rivers University",Not Mentioned,229,Dendroecology | fire ecology | disturbance ecology | climate change,https://scholar.google.com/citations?hl=en&user=ysRSYJ8AAAAJ
Derek Pyne,Thompson Rivers University,tru.ca,227,Microeconomics,https://scholar.google.com/citations?hl=en&user=75P5jgGgEvQC
Anusha Venkataraman,Assistant Teaching Professor Thompson Rivers University,tru.ca,216,NanoElectronics | Molecular electronics | Self assembly | Atomic Force Microscopy,https://scholar.google.com/citations?hl=en&user=GJ7YFY4AAAAJ
Rochelle Stevenson,Thompson Rivers University,tru.ca,212,Violence against women | animal abuse | research methods,https://scholar.google.com/citations?hl=en&user=SGbC454AAAAJ
Salvador Barragan,"… Professor, Department of Human Enterprise & Innovation, Thompson Rivers University",tru.ca,205,Management | Leadership | Culture | Gender & Diversity,https://scholar.google.com/citations?hl=en&user=5iNf6E4AAAAJ
Anh Tru Nguyen,"PhD in Management, Vietnam National University of Agriculture",vnua.edu.vn,194,Marketing Research | Value Chain Analysis | Development Economics | Energy Economics | Environmental Economics,https://scholar.google.com/citations?hl=en&user=qvxbMcYAAAAJ
Geoff Fink,Assistant Professor at Thompson Rivers University,tru.ca,192,Computer Vision | Visual Servoing | Visual State Estimation | SLAM | Robotics,https://scholar.google.com/citations?hl=en&user=Xu8aMWwAAAAJ
Robert J. Hanlon,"Associate Professor, Political Science, Thompson Rivers University",tru.ca,192,Corporate Social Responsibility | Human Rights | Corruption | Asia | China,https://scholar.google.com/citations?hl=en&user=8jpVNa0AAAAJ
Samantha Keller,"University of Calgary, Thompson Rivers University",confidentchemistry.com,191,Not Mentioned,https://scholar.google.com/citations?hl=en&user=w4PdBekAAAAJ
Tesh W. Dagne,"Associate Professor, Thompson Rivers University Faculty of Law",tru.ca,188,Intellectual Property | Law and Technology | Data Privacy | International Trade Law,https://scholar.google.com/citations?hl=en&user=wiyHj2cAAAAJ
Melodie HULL,"Retired Faculty - College of the Rockies and Thompson Rivers University, BC, Canada",telus.net,187,Nursing Education | Psychiatric Nursing | Medical English,https://scholar.google.com/citations?hl=en&user=Iv317HUAAAAJ
Thanawat Phongsak,Thepsatri Rajabhat University,lawasri.tru.ac.th,183,Biochemistry | Enzymology | Plant extraction,https://scholar.google.com/citations?hl=en&user=meqqJGQAAAAJ
Kantapat Kittiauchawal,Thepsatri Rajabhat University,lawasri.tru.ac.th,177,physics,https://scholar.google.com/citations?hl=en&user=n7-i3D0AAAAJ
treissman s,thompson rivers university,interiorhealth.ca,175,cancer | urology | management,https://scholar.google.com/citations?hl=en&user=guv-qsEAAAAJ
Dr.Arthit Nueangaudom,Thepsatri Rajabhat University,lawasri.tru.ac.th,175,Computational Chemistry | Molecular Simulation | Electron Transfer | Computer Aided Drug Design,https://scholar.google.com/citations?hl=en&user=XfZs_C0AAAAJ
Lucas Mol,"Assistant Teaching Professor, Thompson Rivers University",tru.ca,169,combinatorics on words | graph theory,https://scholar.google.com/citations?hl=en&user=-VbjL5wAAAAJ
"Godwin A. Ponuwei, PhD",Thompson Rivers University,Not Mentioned,166,Cell Biology | Molecular Biology | Cancer | Cell signalling,https://scholar.google.com/citations?hl=en&user=R684O5wAAAAJ
Ryan Gauthier,"Associate Professor of Law, Thompson Rivers University",tru.ca,160,Sports Law | Employment Law | International Law | Sports Mega-Events,https://scholar.google.com/citations?hl=en&user=ZslOG8MAAAAJ
Piyawan Phansi,Thepsatri Rajabhat University,lawasri.tru.ac.th,153,Sciences | Analytical Chemistry | Food Chemistry,https://scholar.google.com/citations?hl=en&user=Eo748NAAAAAJ
Liana Lentz,"Postdoctoral Associate, Thompson Rivers University",tru.ca,147,Public Safety Provider health,https://scholar.google.com/citations?hl=en&user=FfVqWXgAAAAJ
Ratchadaporn Amornchewin,Thepsatri Rajabhat University,lawasri.tru.ac.th,146,Data Mining | Incremental Association Rule Mining | HCI | Information Technology,https://scholar.google.com/citations?hl=en&user=Hjd6baQAAAAJ
Wilson T. Bell,"Associate Professor of History & Politics, Thompson Rivers University",tru.ca,144,Gulag | Soviet Union | Russia,https://scholar.google.com/citations?hl=en&user=4MmhldoAAAAJ
Tehmina Khwaja,Thompson Rivers University,email.wm.edu,141,Higher Education | Gender and Leadership | Qualitative Methodology,https://scholar.google.com/citations?hl=en&user=2SqESTIAAAAJ
Chris Hunt,"Associate Professor of Law, Thompson Rivers University",tru.ca,137,Privacy | Breach of Confidence | Unjust Enrichment | Evidence,https://scholar.google.com/citations?hl=en&user=8tWGQJoAAAAJ
Catharine Dishke Hondzel,Thompson Rivers University,tru.ca,130,creativity | experiential learning | student learning | education,https://scholar.google.com/citations?hl=en&user=eplo1R0AAAAJ
ผศ.ดร.ภาวิณี เทียมดี,Thepsatri Rajabhat university,lawasri.tru.ac.th,126,polymer science | green polymer,https://scholar.google.com/citations?hl=en&user=fgbtDNwAAAAJ
Taweesak Khuantrairong,Thepsatri Rajabhat University,lawasri.tru.ac.th,118,Aquatic ecology | Water quality | Algae | Phytoplankton | Fruit flies,https://scholar.google.com/citations?hl=en&user=u_9QoTUAAAAJ
Kristen Marini,"Master of Environmental Science Candidate, Thompson Rivers University",mytru.ca,112,Not Mentioned,https://scholar.google.com/citations?hl=en&user=FPoWHQ0AAAAJ
Andrew Pilliar,"Assistant Professor, Thompson Rivers University Faculty of Law",tru.ca,112,Access to Justice | Empirical Legal Methods | Legal Profession | Vulnerability Theory,https://scholar.google.com/citations?hl=en&user=7IVeLFMAAAAJ
Carol Rees,Thompson Rivers University,tru.ca,110,Science & Teacher Education,https://scholar.google.com/citations?hl=en&user=Ig6oWxEAAAAJ
jeff mclaughlin,"professor of philosophy, Thompson Rivers University",tru.ca,107,comics | Holocaust | Graphic Novels,https://scholar.google.com/citations?hl=en&user=n3FLwfAAAAAJ
Breanne McAmmond,"MSc Student, Thompson Rivers University",mytru.ca,107,DNA Extractions | Microbial Genome Sequencing | PCR,https://scholar.google.com/citations?hl=en&user=mS_Z8u4AAAAJ
Paavo Rinkkala,"Traffic Research Unit (TRU), University of Helsinki",helsinki.fi,104,cognitive science,https://scholar.google.com/citations?hl=en&user=N-gNFG8AAAAJ
Sermsap Vorapanya,Assistant Prof.  Thepsatri Rajabhat University,lawasri.tru.ac.th,103,Inclusive Education,https://scholar.google.com/citations?hl=en&user=UMwn0vkAAAAJ
Chantorn Chaiprasurt,Thepsatri Rajabhat University,lawasri.tru.ac.th,101,Not Mentioned,https://scholar.google.com/citations?hl=en&user=pxAT2F4AAAAJ
Michelle J Lloyd,"Fisheries and Oceans Canada, Dalhousie University, Thompson Rivers University, CHONe …",dal.ca,100,Marine ecologist | science communicator & educator | studying marine species | communities & ecosystem | & interested in the convers,https://scholar.google.com/citations?hl=en&user=BOots8gAAAAJ
Jay Prakash Singh,"Post-Doc, Thompson Rivers University",tru.ca,99,soil microbial ecology | soil microbiome | soil ecology | microbial ecology | ecosystem function,https://scholar.google.com/citations?hl=en&user=R3oZy8kAAAAJ
Muhammed Shiban,Thompson Rivers University,tru.ca,92,Marketing | Management | Business,https://scholar.google.com/citations?hl=en&user=pQIrUjIAAAAJ
Jodi Latremouille,"Sessional Instructor, Thompson Rivers University",tru.ca,88,hermeneutics | ecological pedagogy | contemplative education | critical theory,https://scholar.google.com/citations?hl=en&user=Vgsw6DAAAAAJ
Levente L Orbán,University of the South Pacific | Thompson Rivers University,usp.ac.fj,86,Health Psychology | Mental Health …,https://scholar.google.com/citations?hl=en&user=t0Ip5uwAAAAJ
Robert Diab,"Assistant Professor, Faculty of Law, Thompson Rivers University",tru.ca,85,Criminal law | law and society | legal theory | constitutional law | human rights,https://scholar.google.com/citations?hl=en&user=p6eZ_lIAAAAJ
Dr. FG Paul Clark,Thompson Rivers University,tru.ca,84,HE branding | Experiential Education | Cannabis | Word of mouth | Sustainability,https://scholar.google.com/citations?hl=en&user=z1n6-E4AAAAJ
TRUsha Rani,"Assistant professor of mathematics, Bhararthidasan University",Not Mentioned,74,Number theory,https://scholar.google.com/citations?hl=en&user=I_6QA9YAAAAJ
Matthew Gunn Coghill,"Research Associate, Thompson Rivers University",tru.ca,74,Ecology | Restoration | Reclamation | Soil science | Invasive Species,https://scholar.google.com/citations?hl=en&user=ccuu_EMAAAAJ
Monica Judith Sanchez-Flores,"Associate Professor of Sociology, Thompson Rivers University",tru.ca,70,Social and Political Theory | multiculturalism | immigration | EDI,https://scholar.google.com/citations?hl=en&user=dBWr9_MAAAAJ
"Jabed Tomal, PhD","Assistant Professor, Statistics and Data Science, Thompson Rivers University, BC, Canada",tru.ca,65,Statistical Learning | Bayesian Statistics | Data Mining | Statistical Ecology,https://scholar.google.com/citations?hl=en&user=X8AhoeoAAAAJ
Jordann Foster,"MSc Graduate, Thompson Rivers University",Not Mentioned,61,Ecological Restoration | Invasive Species | Restoration Ecology | Conservation Biology,https://scholar.google.com/citations?hl=en&user=Szcp5i4AAAAJ
Karen Densky,Thompson Rivers University,tru.ca,58,Education | TESOL | Creativity | Transformational Pedagogy,https://scholar.google.com/citations?hl=en&user=PzQM3eUAAAAJ
Randall K. Kimmel,"Associate Professor of Finance, Thompson Rivers University",tru.ca,57,Financial Institutions | Banking | Innovation,https://scholar.google.com/citations?hl=en&user=rngN2kQAAAAJ
Paul Martin,Thompson Rivers University,tru.ca,55,The literatures and literary histories of … | twentieth and twenty-first century literature in … | the histo,https://scholar.google.com/citations?hl=en&user=glxkiJ4AAAAJ
Iain Stewart-Patterson,"Senior Lecturer, Thompson Rivers University",tru.ca,49,Adventure | avalanche | decision making | climbing,https://scholar.google.com/citations?hl=en&user=EmSijCAAAAAJ
boonyalakha makboon,Thepsatri Rajabhat University,lawasri.tru.ac.th,46,business,https://scholar.google.com/citations?hl=en&user=kqt06yQAAAAJ
Brenna Clarke Gray,"Learning Technology and Innovation, Thompson Rivers University",tru.ca,41,Ethical Educational Technologies | Open Tenure Processes | Scholarly Podcasting,https://scholar.google.com/citations?hl=en&user=m8psjK0AAAAJ
Mahtab Nazemi,"Associate Professor, Thompson Rivers University",tru.ca,38,Critical Race Theory | Critical Intersectional Feminist Studies | SOGI Teacher Education | Mathematics Education | Lan,https://scholar.google.com/citations?hl=en&user=YBC1ftoAAAAJ
Sutasinee Siripokapirom,Thepsatri Rajabhat University,lawasri.tru.ac.th,37,business,https://scholar.google.com/citations?hl=en&user=l1mpdmsAAAAJ
Sarayut Pantian,Thepsatri Rajabhat University,lawasri.tru.ac.th,35,Quantum theory | Biophysics | Cosmology,https://scholar.google.com/citations?hl=en&user=vnq4l44AAAAJ
Jerry Isaak,"Associate Teaching Professor, Thompson Rivers University",tru.ca,35,adventure sports | educational expeditions | experiential learning,https://scholar.google.com/citations?hl=en&user=hxl7amsAAAAJ
Mona Tavakoli,"Thompson Rivers University. British Columbia, Canada",mytru.ca,32,TEFL | CALL | Teaching and Learning | SLA | Technology-enhanced Language Learning,https://scholar.google.com/citations?hl=en&user=FNxQT4QAAAAJ
Jamie Noakes,Thompson Rivers University,tru.ca,31,Not Mentioned,https://scholar.google.com/citations?hl=en&user=j-O9YMUAAAAJ
Syeda Sonia Parvin,Thompson Rivers University,mytru.ca,27,Finance | Environmental Economics | Sustainable Accounting,https://scholar.google.com/citations?hl=en&user=u1IYYWUAAAAJ
Brad Morse,"Professor of Law, Thompson Rivers University and University of Waikato",tru.ca,27,Indigenous legal issues | comparative law | comparative and international Indigenous … | Canadian constitutional law,https://scholar.google.com/citations?hl=en&user=XEr6K4UAAAAJ
Sajeewen Pratsri,Thepsatri Rajabhat University,lawasri.tru.ac.th,26,Technology computer education,https://scholar.google.com/citations?hl=en&user=2Na-yFAAAAAJ
Chirawan Somwang,Rajabhat Thepsatri University,lawasri.tru.ac.th,25,Logistics | Business Administration | Supply Chain Management,https://scholar.google.com/citations?hl=en&user=POJVnPAAAAAJ
Piyapong Dangkham,Thepsatri Rajabhat University,lawasri.tru.ac.th,24,Not Mentioned,https://scholar.google.com/citations?hl=en&user=SCTH5kMAAAAJ
Robert Mothersole,Thompson Rivers University,tru.ca,23,Biochemistry | Enzymolgy | Proteins,https://scholar.google.com/citations?hl=en&user=_BSo_GcAAAAJ
Tralucia Powell,"Institute of Child Development, University of Minnesota",umn.edu,23,Not Mentioned,https://scholar.google.com/citations?hl=en&user=Uk2oaisAAAAJ
Brad Harasymchuk,"Experiential Learning Coordinator, Thompson Rivers University",tru.ca,22,Teaching and Learning | Experiential Learning | Place-based Education | Research Methodologies | Decolonization,https://scholar.google.com/citations?hl=en&user=xWfd2HwAAAAJ
Shawn Thompson,"assistant professor, Thompson Rivers University",tru.ca,22,the art of inquiry | Socrates | critical thinking | ape rights,https://scholar.google.com/citations?hl=en&user=np7w3_IAAAAJ
Krish Maharaj,"Assistant Professor, Faculty of Law - Thompson Rivers University",tru.ca,22,contract law | damages | estoppel,https://scholar.google.com/citations?hl=en&user=ktgP7zwAAAAJ
Tada Comedang,Thepsatri Rajabhat University (TRU),tru.ac.th,19,Electronic,https://scholar.google.com/citations?hl=en&user=CSp4r70AAAAJ
Panuwat  Hoonpong,Thepsatri Rajabhat University,lawasri.tru.ac.th,18,Heat exchanger | Solar air heater,https://scholar.google.com/citations?hl=en&user=RbSeT2QAAAAJ
Michael Henry,Thompson Rivers University,abellshenry.com,17,Family business | management education | public policy,https://scholar.google.com/citations?hl=en&user=Nl3BI0wAAAAJ
Zubair,Thompson Rivers University,tru.ca,17,Credit Default Swaps | market efficiency | real estate investment,https://scholar.google.com/citations?hl=en&user=uV6RdJ0AAAAJ
Brandon Turner,"MSc Candidate, Thompson Rivers University",mytru.ca,17,internet of things | urban hydrology | citizen science | machine learning for autonomous decision …,https://scholar.google.com/citations?hl=en&user=S7FzHQgAAAAJ
Nancy Southin,Thompson Rivers University,tru.ca,15,Supply Chain Management | Return Policies | Operations Strategy,https://scholar.google.com/citations?hl=en&user=KI2zSasAAAAJ
Mehrdad Sepehri,"Department of Mathematics and Statistics, Thompson Rivers University",mytru.ca,15,Petroleum Engineering | Environmental Science,https://scholar.google.com/citations?hl=en&user=TcQq-u4AAAAJ
